id,quid,question,answer,answer_type,choices,answer_word,facts
1487,,"find the c . i . on a sum of rs . 1600 for 9 months at 20 % per annum , interest being compounded quarterly ?",c,MULTIPLE_CHOICE,"a ) 3388
b ) 2778
c ) 2522
d ) 2988
e ) 2771",,
1488,,if the cost price of 20 articles is same as the selling price of 25 articles . find the gain or loss percentage ?,a,MULTIPLE_CHOICE,"a ) 20 % loss
b ) 30 % loss
c ) 40 % gain
d ) 40 % loss
e ) 50 % loss",,
1489,,peter invests a sum of money and gets back an amount of $ 830 in 3 years . david invests an equal amount of money and gets an amount of $ 854 in 4 years . if both amounts were invested at the same rate ( simple interest ) what was the sum of money invested ?,d,MULTIPLE_CHOICE,"a ) 670
b ) 664
c ) 698
d ) 758
e ) 700",,
1490,,the simple interest in 14 months on a certain sum at the rate of 6 per cent per annum is 250 more than the interest on the same sum at the rate of 8 per cent in 8 months . how much amount was borrowed ?,a,MULTIPLE_CHOICE,"a ) 15000
b ) 25000
c ) 7500
d ) 14500
e ) none of these",,
1491,,"how many different pairs of positive integers ( a , b ) satisfy the equation 1 / a + 1 / b = 34 / 57 ?",e,MULTIPLE_CHOICE,"a ) 6
b ) 3
c ) 2
d ) 1
e ) 5",,
1492,,"if $ 120 invested at a certain rate of simple interest amounts to $ 240 at the end of 3 years , how much will $ 150 amount to at the same rate of interest in 6 years ?",e,MULTIPLE_CHOICE,"a ) $ 190
b ) $ 180
c ) $ 200
d ) $ 340
e ) $ 450",,
1493,,"redo ’ s manufacturing costs for sets of horseshoes include a $ 10,500 initial outlay , and $ 30 per set . they can sell the sets $ 60 . if profit is revenue from sales minus manufacturing costs , and the company producessells 1000 sets of horseshoes , what was their profit ?",a,MULTIPLE_CHOICE,"a ) $ 19500
b ) $ 15500
c ) $ 29500
d ) $ 39500
e ) $ 1500",,
1494,,"a fruit - salad mixture consists of apples , peaches , and grapes in the ratio 9 : 6 : 5 , respectively , by weight . if 40 pounds of the mixture is prepared , the mixture includes how many more pounds of apples than grapes ?",c,MULTIPLE_CHOICE,"a ) 15
b ) 12
c ) 8
d ) 6
e ) 4",,
1495,,the population of a town increases 20 % and 25 % respectively in two consecutive years . after the growth the present population of the town is 1500 . then what is the population of the town 2 years ago ?,a,MULTIPLE_CHOICE,"a ) a ) 1000
b ) b ) 1100
c ) c ) 1200
d ) d ) 1300
e ) e ) 1400",,
1496,,"when a random experiment is conducted , the probability that event a occurs is 1 / 4 . if the random experiment is conducted 4 independent times , what is the probability that event a occurs exactly twice ?",b,MULTIPLE_CHOICE,"a ) 14 / 65
b ) 27 / 128
c ) 33 / 140
d ) 37 / 165
e ) 41 / 187",,
1497,,what is the thousandths digit in the decimal equivalent of 64 / 5000 ?,a,MULTIPLE_CHOICE,"a ) 2
b ) 1
c ) 3
d ) 5
e ) 6",,
1498,,find the average of all the numbers between 6 and 34 which are divisible by 5 .,b,MULTIPLE_CHOICE,"a ) 18
b ) 20
c ) 24
d ) 30
e ) 32",,
1499,,"in a market , a dozen eggs cost as much as a pound of rice , and a half - liter of kerosene costs as much as 8 eggs . if the cost of each pound of rice is $ 0.24 , then how many cents does a liter of kerosene cost ? [ one dollar has 100 cents . ]",c,MULTIPLE_CHOICE,"a ) 0.32
b ) 0.44
c ) 32
d ) 44
e ) 55",,
1500,,a train running at the speed of 162 km / hr crosses a pole in 9 seconds . find the length of the train .,d,MULTIPLE_CHOICE,"a ) 150 meter
b ) 286 meter
c ) 186 meter
d ) 405 meter
e ) 265 meter",,
1501,,a student has to obtain 30 % of the total marks to pass . he got 150 marks and failed by 30 marks . the maximum marks are ?,b,MULTIPLE_CHOICE,"a ) 750
b ) 600
c ) 650
d ) 550
e ) 500",,
1502,,a leak in the bottom of a tank can empty the full tank in 6 hours . an inlet pipe fills water at the rate of 5 liters per minute . when the tank is full in inlet is opened and due to the leak the tank is empties in 8 hours . the capacity of the tank is ?,c,MULTIPLE_CHOICE,"a ) 5729
b ) 5760
c ) 7200
d ) 2870
e ) 2799",,
1503,,we bought 85 hats at the store . blue hats cost $ 6 and green hats cost $ 7 . the total price was $ 560 . how many green hats did we buy ?,b,MULTIPLE_CHOICE,"a ) a ) 36
b ) b ) 50
c ) c ) 40
d ) d ) 42
e ) e ) 44",,
1504,,"among all sales staff at listco corporation , college graduates and those without college degrees are equally represented . each sales staff member is either a level - 1 or level - 2 employee . level - 1 college graduates account for 10 % of listco ' s sales staff . listco employs 72 level - 1 employees , 20 of whom are college graduates . how many sales staff members without college degrees are level - 2 employees ?",b,MULTIPLE_CHOICE,"a ) 46
b ) 48
c ) 56
d ) 32
e ) 58",,
1505,,the compound interest earned on a sum for the second and the third years are $ 1400 and $ 1498 respectively . what is the rate of interest ?,c,MULTIPLE_CHOICE,"a ) 3 %
b ) 5 %
c ) 7 %
d ) 9 %
e ) 11 %",,
1506,,"a man can row 9 kmph in still water . when the river is running at 3.1 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?",e,MULTIPLE_CHOICE,"a ) 2.21
b ) 2.48
c ) 9.24
d ) 7.29
e ) 7.94",,
1507,,"a man invests some money partly in 12 % stock at 105 and partly in 8 % stock at 88 . to obtain equal dividends from both , he must invest the money in the ratio :",d,MULTIPLE_CHOICE,"a ) 31 : 44
b ) 31 : 27
c ) 16 : 15
d ) 35 : 44
e ) 35 : 27",,
1508,,"a man cycling along the road noticed that every 15 minutes a bus overtakes him and every 5 minutes he meets an oncoming bus . if all buses and the cyclist move at a constant speed , what is the time interval between consecutive buses ?",e,MULTIPLE_CHOICE,"a ) 5 minutes
b ) 6 minutes
c ) 8 minutes
d ) 9 minutes
e ) 15 / 2 minutes",,
1509,,"rakesh ' s mathematics test had 75 problems , 10 arithmetic , 30 algebra , 35 geometry problems . although he answered 70 % of arithmetic , 40 % of arithmetic and 60 % of geometry problems correctly , still he got less than 60 % problems right . how many more questions he would have to answer more to get passed ?",a,MULTIPLE_CHOICE,"a ) 5
b ) 6
c ) 7
d ) 8
e ) 9",,
1510,,"a number x is multiplied by 7 , and this product is then divided by 3 . if the positive square root of the result of these two operations equals x , what is the value of x if x ≠ 0 ?",b,MULTIPLE_CHOICE,"a ) 25 / 9
b ) 7 / 3
c ) 5 / 3
d ) 3 / 5
e ) 9 / 25",,
1511,,how many of the positive divisors of 240 are also multiples of 4 not including 240 ?,d,MULTIPLE_CHOICE,"a ) 6
b ) 8
c ) 9
d ) 11
e ) 12",,
1512,,"one day , connie plays a game with a fair 6 - sided die . connie rolls the die until she rolls a 6 , at which point the game ends . if she rolls a 6 on her first turn , connie wins 6 dollars . for each subsequent turn , connie wins 1 6 of the amount she would have won the previous turn . what is connie ' s expected earnings from the game ?",d,MULTIPLE_CHOICE,"a ) 32 / 31
b ) 33 / 31
c ) 34 / 31
d ) 36 / 31
e ) 0 / 31",,
1513,,"in the manufacture of a certain product , 6 percent of the units produced are defective and 5 percent of the defective units are shipped for sale . what percent of the units produced are defective units that are shipped for sale ?",b,MULTIPLE_CHOICE,"a ) 0.125 %
b ) 0.3 %
c ) 0.8 %
d ) 1.25 %
e ) 2.0 %",,
1514,,"in a group of ducks and cows , the total number of legs are 26 more than twice the no . of heads . find the total no . of buffaloes .",c,MULTIPLE_CHOICE,"a ) 11
b ) 12
c ) 13
d ) 16
e ) 18",,
1515,,"a man walking at 3 / 4 th of the speed , reaches his office late by 2 hours . what is the usual time ?",c,MULTIPLE_CHOICE,"a ) 5 hours
b ) 3 hours
c ) 6 hours
d ) 12 hours
e ) 15 hours",,
1516,,"given a + b = 1 , find the value of 2 a + 2 b . two solutions are presented below . only one is correct , even though both yield the correct answer .",d,MULTIPLE_CHOICE,"a ) 3
b ) 5
c ) 4
d ) 2
e ) 1",,
1517,,a sum fetched total simple interest of 4016.25 at the rate of 9 p . c . p . a . in 5 years . what is the sum ?,a,MULTIPLE_CHOICE,"a ) 8925
b ) 8032.5
c ) 4462.5
d ) 8900
e ) none of these",,
1518,,"what is the sum of all possible 3 - digit numbers that can be constructed using the digits 2 , 3 , and 5 if each digit can be used only once in each number ?",b,MULTIPLE_CHOICE,"a ) 2210
b ) 2220
c ) 2230
d ) 2240
e ) 2250",,
1519,,"a total of 30 percent of the geese included in a certain migration study were male . if some of the geese migrated during the study and 25 percent of the migrating geese were male , what was the ratio of the migration rate for the male geese to the migration rate for the female geese ? [ migration rate for geese of a certain sex = ( number of geese of that sex migrating ) / ( total number of geese of that sex ) ]",e,MULTIPLE_CHOICE,"a ) 1 / 4
b ) 7 / 12
c ) 2 / 3
d ) 7 / 8
e ) 9 / 7",,
1520,,"the h . c . f of two numbers is 11 and their l . c . m is 7700 . if one of the numbers is 275 , then the other is ?",c,MULTIPLE_CHOICE,"a ) 288
b ) 277
c ) 308
d ) 988
e ) 112",,
1521,,"a , b , c , d and e are 5 consecutive points on a straight line . if bc = 2 cd , de = 7 , ab = 5 and ac = 11 , what is the length of ae ?",b,MULTIPLE_CHOICE,"a ) 19
b ) 21
c ) 23
d ) 25
e ) 27",,
1522,,"in a garden , there are 10 rows and 12 columns of mango trees . the distance between the two trees is 2 metres and a distance of four metre is left from all sides of the boundary of the garden . what is the length of the garden ?",e,MULTIPLE_CHOICE,"a ) 22
b ) 24
c ) 26
d ) 28
e ) 30",,
1523,,"each of the integers from 1 to 17 is written on the a seperate index card and placed in a box . if the cards are drawn from the box at random without replecement , how many cards must be drawn to ensure that the product of all the integers drawn is even ?",d,MULTIPLE_CHOICE,"a ) 19
b ) 12
c ) 11
d ) 10
e ) 3",,
1524,,the averge score of a cricketer for 10 matches is 45 runs . if the average for the first 6 matches is 48 . then find the average for the last 4 matches ?,d,MULTIPLE_CHOICE,"a ) 43.25
b ) 43
c ) 38
d ) 40.5
e ) 36",,
1525,,a shopkeeper fixes the marked price of an item 40 % above its cost price . the percentage of discount allowed to gain 8 % is,b,MULTIPLE_CHOICE,"a ) 23.85 %
b ) 22.85 %
c ) 21.85 %
d ) 20.85 %
e ) none of these",,
1526,,how long does a train 60 m long travelling at 60 kmph takes to cross a bridge of 80 m in length ?,b,MULTIPLE_CHOICE,"a ) 5.8 sec
b ) 8.4 sec
c ) 12.4 sec
d ) 6.8 sec
e ) 1.8 sec",,
1527,,"a circle graph shows how the budget of a certain company was spent : 55 percent for salaries , 9 percent for research and development , 5 percent for utilities , 4 percent for equipment , 2 percent for supplies , and the remainder for transportation . if the area of each sector of the graph is proportional to the percent of the budget it represents , how many degrees of the circle are used to represent transportation ?",e,MULTIPLE_CHOICE,"a ) 18 °
b ) 36 °
c ) 54 °
d ) 72 °
e ) 90 °",,
1528,,"how many integers are between 5 and 96 / 7 , inclusive ?",b,MULTIPLE_CHOICE,"a ) 7
b ) 9
c ) 10
d ) 12
e ) 15",,
1529,,simplify : 256 x 256 - 144 x 144,b,MULTIPLE_CHOICE,"a ) 761200
b ) 44800
c ) 761800
d ) 761500
e ) none of them",,
1530,,"the area of a square garden is a square feet and the perimeter is p feet . if a = 2 p + 20 , what is the perimeter of the garden , in feet ?",c,MULTIPLE_CHOICE,"a ) 28
b ) 36
c ) 40
d ) 56
e ) 64",,
1531,,"which is the least number that must be subtracted from 1856 so that the remainder when divided by 7 , 12 , 10 is 4 ?",b,MULTIPLE_CHOICE,"a ) 168
b ) 172
c ) 182
d ) 140
e ) 160",,
1532,,find the average of first 3 multiples of 5 ?,a,MULTIPLE_CHOICE,"a ) 10
b ) 15
c ) 12.5
d ) 13
e ) 21",,
1533,,"the population of a town increased from 1 , 34,800 to 2 , 42,500 in a decade . the average percent increase of population per year is :",b,MULTIPLE_CHOICE,"a ) 4.37 %
b ) 7.9 %
c ) 6.8 %
d ) 8.75 %
e ) none",,
1534,,"how many bricks , each measuring 25 cm * 11.25 cm * 6 cm , will be needed to build a wall 8 m * 6 m * 22.5 m",a,MULTIPLE_CHOICE,"a ) 6400
b ) 3777
c ) 2679
d ) 2667
e ) 1997",,
1535,,a soccer team played 160 games and won 65 percent of them . how many games did it win ?,c,MULTIPLE_CHOICE,"a ) 84
b ) 94
c ) 104
d ) 114
e ) 124",,
1536,,"a certain no . when divided by 80 leaves a remainder 25 , what is the remainder if the same no . be divided by 15 ?",d,MULTIPLE_CHOICE,"a ) 3
b ) 4
c ) 6
d ) 7
e ) 9",,
1537,,a trader sells 80 meters of cloth for rs . 9000 at the profit of rs . 23.5 per metre of cloth . what is the cost price of one metre of cloth ?,b,MULTIPLE_CHOICE,"a ) 22
b ) 89
c ) 90
d ) 78
e ) 80",,
1538,,"a farm has chickens , cows and sheep . there are 6 times the number of chickens and cows than sheep . if there are more cows than chickens or sheep , and together , cows and chickens have a total of 100 feet and heads , how many sheep live at the farm ?",d,MULTIPLE_CHOICE,"a ) 5
b ) 8
c ) 10
d ) 4
e ) 17",,
1539,,"in a certain city , 60 percent of the registered voters are democrats and the rest are republicans . in a mayoral race , if 75 percent of the registered voters who are democrats and 25 percent of the registered voters who are republicans are expected to vote for candidate a , what percent of the registered voters are expected to vote for candidate a ?",d,MULTIPLE_CHOICE,"a ) 50 %
b ) 53 %
c ) 54 %
d ) 55 %
e ) 57 %",,
1540,,"a rower can row 5 km / h in still water . when the river is running at 2 km / h , it takes the rower 1 hour to row to big rock and back . how many kilometers is it to big rock ?",c,MULTIPLE_CHOICE,"a ) 1.5
b ) 1.8
c ) 2.1
d ) 2.4
e ) 2.7",,
1541,,a brick measures 20 cm * 10 cm * 7.5 cm how many bricks will be required for a wall 24 m * 2 m * 0.75 m ?,c,MULTIPLE_CHOICE,"a ) 29798
b ) 27908
c ) 24000
d ) 25000
e ) 27991",,
1542,,"thirty percent of the members of a swim club have passed the lifesaving test . among the members who have not passed the test , 26 have taken the preparatory course and 65 have not taken the course . how many members are there in the swim club ?",d,MULTIPLE_CHOICE,"a ) 60
b ) 80
c ) 100
d ) 130
e ) 140",,
1543,,"if 12 x = 16 y = 28 z , then what is a possible sum of positive integers x , y , and z ?",c,MULTIPLE_CHOICE,"a ) 52
b ) 58
c ) 122
d ) 84
e ) 168",,
1544,,"a salesperson received a commission of 3 percent of the sale price for each of the first 100 machines that she sold and 4 percent of the sale price for each machine that she sold after the first 100 . if the sale price of each machine was $ 10,000 and the salesperson received a $ 32,000 commission , how many machines did she sell ?",b,MULTIPLE_CHOICE,"a ) 90
b ) 110
c ) 105
d ) 115
e ) 120",,
1545,,"in a group of ducks and cows , the total number of legs are 28 more than twice the no . of heads . find the total no . of buffaloes .",c,MULTIPLE_CHOICE,"a ) 11
b ) 12
c ) 14
d ) 16
e ) 18",,
1546,,"a producer of tea blends two varieties of tea from two tea gardens one costing rs 18 per kg and another rs 20 per kg in the ratio 5 : 3 . if he sells the blended variety at rs 26 per kg , then his gain percent is",b,MULTIPLE_CHOICE,"a ) 12 %
b ) 39 %
c ) 14 %
d ) 15 %
e ) 16 %",,
1547,,"abel can complete a work in 10 days , ben in 12 days and carla in 16 days . all of them began the work together , but abel had to leave after 2 days and ben 4 days before the completion of the work . how long did the work last ?",c,MULTIPLE_CHOICE,"a ) 6
b ) 7
c ) 7 2 / 3
d ) 9
e ) 10",,
1548,,"joe needs to paint all the airplane hangars at the airport , so he buys 360 gallons of paint to do the job . during the first week , he uses 1 / 4 of all the paint . during the second week , he uses 1 / 4 of the remaining paint . how many gallons of paint has joe used ?",b,MULTIPLE_CHOICE,"a ) 18
b ) 157
c ) 175
d ) 216
e ) 250",,
1549,,"0,2 , 6 , 12 , 20 , 30 , 42 , ___",e,MULTIPLE_CHOICE,"a ) 55
b ) 85
c ) 59
d ) 63
e ) 56",,
1550,,the diameter of the driving wheel of a bus in 140 cm . how many revolutions per minute must the wheel make in order to keep a speed of 66 kmph ?,e,MULTIPLE_CHOICE,"a ) 210
b ) 220
c ) 230
d ) 240
e ) 250",,
1551,,"a man has some hens and cows . if the number of heads be 50 and the number of feet equals 160 , then the number of hens will be :",d,MULTIPLE_CHOICE,"a ) 22
b ) 23
c ) 24
d ) 20
e ) 28",,
1552,,if a population of women in a town is 50 % of men . what is the population of men as a percentage of population of women ?,c,MULTIPLE_CHOICE,"a ) 100 %
b ) 120 %
c ) 200 %
d ) 150 %
e ) 180 %",,
1553,,how many even multiples of 65 are there between 649 and 1301 ?,b,MULTIPLE_CHOICE,"a ) 5
b ) 6
c ) 9
d ) 10
e ) 11",,
1554,,two trains are moving in opposite directions with speed of 70 km / hr and 90 km / hr respectively . their lengths are 1.10 km and 0.9 km respectively . the slower train cross the faster train in - - - seconds,b,MULTIPLE_CHOICE,"a ) 56
b ) 45
c ) 47
d ) 26
e ) 25",,
1555,,"in 1998 the profits of company n were 10 percent of revenues . in 1999 , the revenues of company n fell by 20 percent , but profits were 10 percent of revenues . the profits in 1999 were what percent of the profits in 1998 ?",a,MULTIPLE_CHOICE,"a ) 80 %
b ) 105 %
c ) 120 %
d ) 124.2 %
e ) 138 %",,
